sample_ID,total_count,population,cell_population,percentage
sample00558,104918,b_cell,9434,0.08991784059932519
sample00559,106917,b_cell,9670,0.0904439892626991
sample00560,91448,b_cell,15285,0.16714416936401014
sample00561,97453,b_cell,14505,0.14884097975434313
sample00562,99194,b_cell,12052,0.12149928423090106
sample00563,102599,b_cell,10837,0.10562481115800348
sample00564,109932,b_cell,11853,0.10782119855910927
sample00565,99540,b_cell,10498,0.10546513964235484
sample00566,98928,b_cell,13525,0.13671559113698853
sample00567,90612,b_cell,10249,0.11310863903235774
sample00568,96983,b_cell,8650,0.08919088912489818
sample00569,90438,b_cell,11000,0.12163028815320993
sample00570,107229,b_cell,17571,0.16386425314047506
sample00571,94656,b_cell,7034,0.07431118999323867
sample00572,96102,b_cell,10203,0.10616844602609728
sample00573,98544,b_cell,9195,0.09330857282026303
sample00574,109293,b_cell,8249,0.07547601401736616
sample00575,98367,b_cell,8446,0.08586212855937458
sample00576,104524,b_cell,11393,0.1089988902070338
sample00577,96755,b_cell,12887,0.1331920830964808
sample00578,107817,b_cell,7435,0.06895944053349658
sample00579,109988,b_cell,8695,0.07905407862675928
sample00580,104171,b_cell,8141,0.07815034894548387
sample00581,109181,b_cell,13723,0.12569036737161227
sample00582,96195,b_cell,6757,0.07024273610894537
sample00583,105715,b_cell,9226,0.08727238329470746
sample00584,93520,b_cell,5857,0.06262831479897348
sample00585,95591,b_cell,7359,0.07698423491751316
sample00586,97970,b_cell,13164,0.13436766357048077
sample00587,104607,b_cell,6919,0.0661428011509746
sample00588,96138,b_cell,7331,0.0762549668185317
sample00589,89545,b_cell,8829,0.09859847004299514
sample00590,90170,b_cell,13074,0.14499279139403348
sample00591,97768,b_cell,12431,0.12714794206693397
sample00592,96275,b_cell,14861,0.15435990651778758
sample00593,107174,b_cell,17160,0.16011346035419038
sample00594,105654,b_cell,4228,0.04001741533685426
sample00595,94159,b_cell,8502,0.0902940770399006
sample00596,103527,b_cell,5521,0.05332908323432534
sample00597,100308,b_cell,8262,0.08236631175977988
sample00598,103750,b_cell,10416,0.10039518072289157
sample00599,96210,b_cell,6486,0.06741502962270034
sample00600,100392,b_cell,13439,0.13386524822695037
sample00601,90985,b_cell,11004,0.12094301258449194
sample00602,102526,b_cell,8798,0.08581237929890954
sample00603,105149,b_cell,10184,0.09685303711875529
sample00604,101247,b_cell,10481,0.10351911661580096
sample00605,103851,b_cell,8970,0.08637374700291764
sample00606,96376,b_cell,8007,0.08308085000415041
sample00607,92742,b_cell,9056,0.09764723641931379
sample00608,104911,b_cell,21038,0.2005318794025412
sample00609,91162,b_cell,8823,0.09678374761413747
sample00610,106876,b_cell,13248,0.12395673490774356
sample00611,91548,b_cell,9143,0.09987110586795998
sample00612,92642,b_cell,10422,0.11249757129595647
sample00613,108460,b_cell,6418,0.05917388899133321
sample00614,99841,b_cell,11374,0.1139211346040204
sample00615,99443,b_cell,9374,0.09426505636394719
sample00616,106797,b_cell,11333,0.10611721303032856
sample00617,103606,b_cell,8827,0.08519776846900759
sample00618,103040,b_cell,11653,0.11309200310559006
sample00619,106259,b_cell,6917,0.06509566248506009
sample00620,100720,b_cell,12179,0.12091938046068308
sample00621,101259,b_cell,10202,0.10075153813488184
sample00622,102226,b_cell,11675,0.11420773580106822
sample00623,100146,b_cell,7292,0.07281369200966589
sample00624,102890,b_cell,11714,0.11384974244338614
sample00625,95251,b_cell,10852,0.11393056240879361
sample00626,109633,b_cell,7896,0.07202211013107368
sample00627,93635,b_cell,9536,0.10184225983873552
sample00628,95360,b_cell,5937,0.062258808724832214
sample00629,103461,b_cell,4377,0.042305796387044396
sample00630,98871,b_cell,4944,0.05000455138513821
sample00631,98726,b_cell,8361,0.08468893705812046
sample00632,92195,b_cell,11420,0.12386788871413851
sample00633,108161,b_cell,12096,0.1118332855650373
sample00634,95906,b_cell,10613,0.11066043834588034
sample00635,99030,b_cell,10301,0.10401898414621832
sample00636,98229,b_cell,13526,0.1376986429669446
sample00637,106009,b_cell,9427,0.08892641190842288
sample00638,89118,b_cell,9533,0.10697053345003255
sample00639,102419,b_cell,11413,0.11143440181997481
sample00640,93280,b_cell,9954,0.10671097770154374
sample00641,102643,b_cell,9515,0.09269994057071598
sample00642,103689,b_cell,7312,0.07051856995438281
sample00643,110548,b_cell,9200,0.08322176791981764
sample00644,92989,b_cell,14305,0.15383539988600803
sample00645,103657,b_cell,15316,0.1477565432146406
sample00646,102265,b_cell,6915,0.06761844228230578
sample00647,106374,b_cell,9866,0.09274822795043902
sample00648,107242,b_cell,7774,0.07249025568340763
sample00649,105415,b_cell,12616,0.11967936251956553
sample00650,91542,b_cell,8469,0.092514911188307
sample00651,96453,b_cell,12747,0.13215763117787938
sample00652,97361,b_cell,11667,0.11983237641355368
sample00653,95033,b_cell,13241,0.13933054833584124
sample00654,97308,b_cell,10462,0.10751428453981174
sample00655,91400,b_cell,13093,0.14324945295404815
sample00656,103166,b_cell,7892,0.07649807106992614
sample00657,99366,b_cell,12383,0.12462009137934504
sample00658,96645,b_cell,12792,0.1323607015365513
sample00659,108418,b_cell,14588,0.13455330295707355
sample00660,111393,b_cell,11812,0.10603897910999793
sample00661,108531,b_cell,7580,0.0698417963531157
sample00662,98068,b_cell,6493,0.06620916099033324
sample00663,92350,b_cell,12429,0.13458581483486734
sample00664,98990,b_cell,11093,0.11206182442670977
sample00665,107054,b_cell,12182,0.11379303902703308
sample00666,95713,b_cell,10027,0.10476110873131132
sample00667,103394,b_cell,11441,0.11065439000328839
sample00668,93389,b_cell,10450,0.11189754682028932
sample00669,104787,b_cell,14678,0.1400746275778484
sample00670,99492,b_cell,8832,0.08877095645881077
sample00671,96531,b_cell,5389,0.05582662564357564
sample00672,105872,b_cell,8267,0.07808485718603597
sample00673,105683,b_cell,13770,0.13029531712763642
sample00674,111229,b_cell,7373,0.06628666984329626
sample00675,109268,b_cell,13628,0.12472086978804407
sample00676,108101,b_cell,11016,0.10190470023404039
sample00677,96411,b_cell,11827,0.12267272406675586
sample00678,99083,b_cell,4525,0.04566878273770475
sample00679,100442,b_cell,11528,0.11477270464546703
sample00680,106571,b_cell,14570,0.13671636749209448
sample00681,104180,b_cell,10135,0.09728354770589365
sample00682,104838,b_cell,11872,0.11324138194166238
sample00683,102561,b_cell,12152,0.11848558418892172
sample00684,98700,b_cell,12776,0.12944275582573456
sample00685,108613,b_cell,9130,0.0840599191625312
sample00686,103203,b_cell,8897,0.08620873424222164
sample00687,98613,b_cell,12429,0.12603814912841105
sample00688,101044,b_cell,9007,0.08913938482245358
sample00689,95580,b_cell,5235,0.05477087256748274
sample00690,102720,b_cell,12239,0.11914914330218068
sample00691,97024,b_cell,8261,0.08514388192612138
sample00692,96802,b_cell,8639,0.08924402388380405
sample00693,93222,b_cell,7743,0.08305979275278368
sample00694,104994,b_cell,10546,0.100443834885803
sample00695,102297,b_cell,6475,0.0632960888393599
sample00696,92187,b_cell,6439,0.06984715849306301
sample00697,97543,b_cell,6058,0.062105943020001435
sample00698,103883,b_cell,4173,0.040170191465398575
sample00699,110958,b_cell,11540,0.10400331657023378
sample00700,107627,b_cell,11887,0.11044626348406998
sample00701,104548,b_cell,6978,0.06674446187397176
sample00702,103225,b_cell,10023,0.09709857108258658
sample00703,106248,b_cell,8571,0.08066975378360063
sample00704,100635,b_cell,7115,0.07070104834302181
sample00705,100225,b_cell,17343,0.17304065851833375
sample00706,105866,b_cell,5893,0.0556647082160467
sample00707,98664,b_cell,11964,0.12126003405497446
sample00708,89766,b_cell,9373,0.10441592585165876
sample00709,93628,b_cell,10542,0.11259452300593839
sample00710,90505,b_cell,5080,0.05612949560797746
sample00711,99509,b_cell,9975,0.10024218914872021
sample00712,107266,b_cell,10819,0.10086140995282755
sample00713,100198,b_cell,6558,0.06545040819178027
sample00714,106122,b_cell,7010,0.06605604869866757
sample00715,109846,b_cell,14904,0.13568086229812648
sample00716,111411,b_cell,18762,0.1684034790101516
sample00717,105860,b_cell,15429,0.14574910258832421
sample00718,109920,b_cell,6527,0.05937954876273654
sample00719,106712,b_cell,6772,0.0634605292750581
sample00720,111021,b_cell,9030,0.08133596346637123
sample00721,99358,b_cell,11878,0.11954749491736952
sample00722,100991,b_cell,9160,0.09070115158776525
sample00723,103190,b_cell,9857,0.09552282197887392
sample00724,101531,b_cell,8666,0.08535324186701598
sample00725,111371,b_cell,12394,0.11128570274128813
sample00726,104384,b_cell,11432,0.10951870018393624
sample00727,90881,b_cell,7318,0.08052288157040526
sample00728,94780,b_cell,5798,0.06117324330027432
sample00729,102530,b_cell,6030,0.05881205500829026
sample00730,101315,b_cell,7832,0.07730345950747668
sample00731,105857,b_cell,11015,0.10405547106001492
sample00732,101975,b_cell,12661,0.12415788183378279
sample00733,94037,b_cell,11640,0.12378106489998618
sample00734,101836,b_cell,9943,0.09763737774460898
sample00735,87201,b_cell,8464,0.09706310707446016
sample00736,89828,b_cell,8531,0.09497038785234002
sample00737,102028,b_cell,10558,0.1034813972634963
sample00738,103036,b_cell,13414,0.13018750727900927
sample00739,91054,b_cell,10157,0.11154919059019923
sample00740,95901,b_cell,6598,0.06880011678710336
sample00741,89735,b_cell,5323,0.0593191062573132
sample00742,101000,b_cell,6472,0.06407920792079208
sample00743,101020,b_cell,9460,0.09364482280736487
sample00744,105757,b_cell,13971,0.13210473065612677
sample00745,95505,b_cell,9379,0.09820428249829852
sample00746,88587,b_cell,11744,0.13257024168331696
sample00747,97964,b_cell,9114,0.09303417581968887
sample00748,109283,b_cell,7731,0.07074293348462249
sample00749,98131,b_cell,8609,0.08772966748530026
sample00750,97410,b_cell,10711,0.10995790986551689
sample00751,103680,b_cell,9598,0.0925733024691358
sample00752,109648,b_cell,9528,0.08689624981759814
sample00753,104062,b_cell,8029,0.07715592627472084
sample00754,109186,b_cell,5907,0.054100342534757206
sample00755,97992,b_cell,6774,0.06912809208915013
sample00756,90530,b_cell,7202,0.0795537390920137
sample00757,100190,b_cell,8843,0.08826230162690887
sample00758,94013,b_cell,8063,0.08576473466435493
sample00759,105079,b_cell,10699,0.10181863169615242
sample00760,109617,b_cell,11174,0.10193674338834305
sample00761,109712,b_cell,10751,0.09799292693597783
sample00762,108170,b_cell,12190,0.11269298326707959
sample00763,96217,b_cell,11672,0.12130912416724696
sample00764,106546,b_cell,11778,0.1105438026767781
sample00765,106076,b_cell,4335,0.04086692560051284
sample00766,100998,b_cell,9415,0.0932196677161924
sample00767,105287,b_cell,9472,0.0899636232393363
sample00768,100426,b_cell,8818,0.08780594666719774
sample00769,95445,b_cell,4651,0.04872963486824873
sample00770,93852,b_cell,6404,0.06823509355154925
sample00771,98590,b_cell,16569,0.16805964093721473
sample00772,99260,b_cell,9215,0.09283699375377796
sample00773,90342,b_cell,5664,0.06269509198379491
sample00774,98114,b_cell,6820,0.06951097702672401
sample00775,101982,b_cell,9375,0.09192798729187504
sample00776,104359,b_cell,9336,0.08946042027999501
sample00777,96150,b_cell,9321,0.09694227769110765
sample00778,100877,b_cell,9649,0.09565113950652775
sample00779,101189,b_cell,13129,0.12974730454891342
sample00780,102252,b_cell,8885,0.0868931659038454
sample00781,102303,b_cell,8725,0.0852858664946287
sample00782,99918,b_cell,15608,0.15620809063432015
sample00783,108493,b_cell,11629,0.10718663876932152
sample00784,94823,b_cell,12026,0.12682577011906393
sample00785,102768,b_cell,7522,0.07319399034718979
sample00786,100719,b_cell,5037,0.05001042504393411
sample00787,89719,b_cell,6439,0.07176852171780783
sample00788,91269,b_cell,7597,0.0832374628844405
sample00789,95255,b_cell,15902,0.16694136790719646
sample00790,92516,b_cell,15456,0.1670629945090579
sample00791,111162,b_cell,17189,0.15463017937784496
sample00792,102850,b_cell,20053,0.19497326203208556
sample00793,97209,b_cell,8962,0.09219310969148947
sample00794,103922,b_cell,8559,0.08235984680818306
sample00795,95093,b_cell,14729,0.15489047563963698
sample00796,103609,b_cell,9785,0.09444160256348387
sample00797,97959,b_cell,8884,0.09069100337896467
sample00798,106003,b_cell,5600,0.05282869352754167
sample00799,106251,b_cell,12221,0.11502009392852773
sample00800,100075,b_cell,11163,0.11154634024481638
sample00801,102581,b_cell,7864,0.07666137003928603
sample00802,91206,b_cell,10722,0.1175580553910927
sample00803,97456,b_cell,8637,0.08862461008044656
sample00804,103356,b_cell,9971,0.09647238670227176
sample00805,109186,b_cell,8684,0.07953400619126995
sample00806,112258,b_cell,10282,0.09159258137504676
sample00807,96519,b_cell,11053,0.11451631285031963
sample00808,89890,b_cell,14322,0.1593280676382245
sample00809,110157,b_cell,17200,0.1561407808854635
sample00810,106592,b_cell,12912,0.12113479435604924
sample00811,93880,b_cell,10196,0.1086067319982957
sample00812,98381,b_cell,12461,0.12666063569185107
sample00813,93461,b_cell,15287,0.163565551406469
sample00814,98283,b_cell,10159,0.1033647731550726
sample00815,102682,b_cell,12491,0.12164741629496893
sample00816,101332,b_cell,17413,0.17184107685627442
sample00817,95568,b_cell,10323,0.10801732797589152
sample00818,93785,b_cell,10757,0.11469851255531269
sample00819,100730,b_cell,7651,0.07595552466990967
sample00820,100331,b_cell,11504,0.11466047383161734
sample00821,90205,b_cell,7036,0.07800011085859986
sample00822,101179,b_cell,9035,0.08929718617499678
sample00823,96545,b_cell,5945,0.06157750271893935
sample00824,90381,b_cell,5491,0.060753919518482864
sample00825,94793,b_cell,9193,0.0969797347905436
sample00826,102757,b_cell,16248,0.15812061465398952
sample00827,98597,b_cell,8126,0.08241630069880422
sample00828,110528,b_cell,7060,0.06387521713954834
sample00829,96566,b_cell,6212,0.06432905991756933
sample00830,109728,b_cell,19426,0.17703776611256927
sample00831,103195,b_cell,16261,0.15757546392751587
sample00832,107919,b_cell,12942,0.11992327579017596
sample00833,104220,b_cell,10352,0.09932834388792938
sample00834,107019,b_cell,11967,0.1118212653827825
sample00835,105666,b_cell,14056,0.13302292128026044
sample00836,109445,b_cell,13402,0.12245420074009776
sample00837,107963,b_cell,7399,0.06853273806767134
sample00838,90279,b_cell,9829,0.10887360294199094
sample00839,102981,b_cell,7424,0.07209096823685923
sample00840,114168,b_cell,6774,0.05933361362203069
sample00841,108096,b_cell,13000,0.12026346950858496
sample00842,104754,b_cell,5751,0.05490005154934418
sample00843,107199,b_cell,7672,0.07156783178947565
sample00844,110828,b_cell,7975,0.07195834987548273
sample00845,92625,b_cell,8121,0.08767611336032388
sample00846,111689,b_cell,11218,0.10043961356982335
sample00847,92875,b_cell,10385,0.11181695827725438
sample00848,115226,b_cell,6606,0.05733081075451721
sample00849,90828,b_cell,11850,0.1304663760073986
sample00850,101331,b_cell,6904,0.06813314780274546
sample00851,107901,b_cell,13998,0.12973003030555788
sample00852,103490,b_cell,11939,0.11536380326601604
sample00853,96933,b_cell,7841,0.08089092465930076
sample00854,100002,b_cell,6808,0.06807863842723146
sample00855,101226,b_cell,15875,0.15682729733467687
sample00856,96275,b_cell,8307,0.08628408205660867
sample00857,90442,b_cell,4768,0.052718869551756926
sample00858,100682,b_cell,9808,0.09741562543453647
sample00859,108881,b_cell,11752,0.10793435034579035
sample00860,109537,b_cell,10632,0.09706309283621059
sample00861,97470,b_cell,7378,0.07569508566738484
sample00862,102166,b_cell,6039,0.05910968423937513
sample00863,101651,b_cell,2413,0.02373808422937305
sample00864,101408,b_cell,8755,0.08633441148627327
sample00865,92406,b_cell,8189,0.08861978659394412
sample00866,101698,b_cell,12286,0.12080866880371295
sample00867,96336,b_cell,6689,0.069434064108952
sample00868,94267,b_cell,10173,0.10791687440992076
sample00869,101421,b_cell,10357,0.10211889056507036
sample00870,104226,b_cell,6118,0.05869936484178612
sample00871,104454,b_cell,7592,0.07268271200719933
sample00872,97028,b_cell,7838,0.08078080554066867
sample00873,103428,b_cell,6632,0.06412190122597362
sample00874,101456,b_cell,19533,0.19252680965147453
sample00875,106472,b_cell,12312,0.11563603576527162
sample00876,92437,b_cell,10231,0.11068078799614872
sample00877,110270,b_cell,8923,0.08091956107735558
sample00878,93168,b_cell,6631,0.07117250558131548
sample00879,100661,b_cell,11012,0.10939688657970813
sample00880,105425,b_cell,10840,0.10282191131135879
sample00881,98625,b_cell,8431,0.08548542458808618
sample00882,97969,b_cell,9426,0.0962141085445396
sample00883,101603,b_cell,12611,0.12412035077704399
